node_id,parent_id,level,name_en,name_zh,slug,source_type,source_url,status,example_product_types,case_folder,notes
automotive.oils-and-fluids,automotive,L2,Oils & Fluids,机油与车用液体,oils-and-fluids,user_screenshot/manual,,planned,motor oil bottle; windshield washer fluid,cases/automotive/oils-and-fluids/,Generic examples only
automotive.oils-and-fluids.motor-oil-bottle,automotive.oils-and-fluids,L4,Motor Oil Bottle,,motor-oil-bottle,manual,,placeholder,motor oil bottle,cases/automotive/oils-and-fluids/motor-oil-bottle/,Derived product type
automotive.oils-and-fluids.windshield-washer-fluid,automotive.oils-and-fluids,L4,Windshield Washer Fluid,,windshield-washer-fluid,manual,,placeholder,windshield washer fluid,cases/automotive/oils-and-fluids/windshield-washer-fluid/,Derived product type
automotive.paint-and-paint-supplies,automotive,L2,Paint & Paint Supplies,汽车喷漆与喷漆用品,paint-and-paint-supplies,user_screenshot/manual,,planned,touch-up paint pen; spray paint,cases/automotive/paint-and-paint-supplies/,Generic examples only
automotive.paint-and-paint-supplies.touch-up-paint-pen,automotive.paint-and-paint-supplies,L4,Touch-Up Paint Pen,,touch-up-paint-pen,manual,,placeholder,touch-up paint pen,cases/automotive/paint-and-paint-supplies/touch-up-paint-pen/,Derived product type
automotive.paint-and-paint-supplies.spray-paint,automotive.paint-and-paint-supplies,L4,Spray Paint,,spray-paint,manual,,placeholder,spray paint,cases/automotive/paint-and-paint-supplies/spray-paint/,Derived product type
automotive.performance-parts-and-accessories,automotive,L2,Performance Parts & Accessories,性能零件与配件,performance-parts-and-accessories,user_screenshot/manual,,planned,air filter; performance gauge,cases/automotive/performance-parts-and-accessories/,Generic examples only
automotive.performance-parts-and-accessories.air-filter,automotive.performance-parts-and-accessories,L4,Air Filter,,air-filter,manual,,placeholder,air filter,cases/automotive/performance-parts-and-accessories/air-filter/,Derived product type
automotive.performance-parts-and-accessories.performance-gauge,automotive.performance-parts-and-accessories,L4,Performance Gauge,,performance-gauge,manual,,placeholder,performance gauge,cases/automotive/performance-parts-and-accessories/performance-gauge/,Derived product type
automotive.rv-parts-and-accessories,automotive,L2,RV Parts & Accessories,房车零件与配件,rv-parts-and-accessories,user_screenshot/manual,,planned,RV water hose; RV leveling blocks,cases/automotive/rv-parts-and-accessories/,Generic examples only
automotive.rv-parts-and-accessories.rv-water-hose,automotive.rv-parts-and-accessories,L4,Rv Water Hose,,rv-water-hose,manual,,placeholder,RV water hose,cases/automotive/rv-parts-and-accessories/rv-water-hose/,Derived product type
automotive.rv-parts-and-accessories.rv-leveling-blocks,automotive.rv-parts-and-accessories,L4,Rv Leveling Blocks,,rv-leveling-blocks,manual,,placeholder,RV leveling blocks,cases/automotive/rv-parts-and-accessories/rv-leveling-blocks/,Derived product type
automotive.replacement-parts,automotive,L2,Replacement Parts,替换零件,replacement-parts,user_screenshot/manual,,planned,cabin air filter; wiper blade,cases/automotive/replacement-parts/,Generic examples only
automotive.replacement-parts.cabin-air-filter,automotive.replacement-parts,L4,Cabin Air Filter,,cabin-air-filter,manual,,placeholder,cabin air filter,cases/automotive/replacement-parts/cabin-air-filter/,Derived product type
automotive.replacement-parts.wiper-blade,automotive.replacement-parts,L4,Wiper Blade,,wiper-blade,manual,,placeholder,wiper blade,cases/automotive/replacement-parts/wiper-blade/,Derived product type
automotive.tools-and-equipment,automotive,L2,Tools & Equipment,汽车工具与设备,tools-and-equipment,user_screenshot/manual,,planned,tire inflator; diagnostic tool,cases/automotive/tools-and-equipment/,Generic examples only
automotive.tools-and-equipment.tire-inflator,automotive.tools-and-equipment,L4,Tire Inflator,,tire-inflator,manual,,placeholder,tire inflator,cases/automotive/tools-and-equipment/tire-inflator/,Derived product type
automotive.tools-and-equipment.diagnostic-tool,automotive.tools-and-equipment,L4,Diagnostic Tool,,diagnostic-tool,manual,,placeholder,diagnostic tool,cases/automotive/tools-and-equipment/diagnostic-tool/,Derived product type
automotive.wheels-and-tires,automotive,L2,Wheels & Tires,轮胎与轮毂,wheels-and-tires,user_screenshot/manual,,planned,tire pressure gauge; wheel cover,cases/automotive/wheels-and-tires/,Generic examples only
automotive.wheels-and-tires.tire-pressure-gauge,automotive.wheels-and-tires,L4,Tire Pressure Gauge,,tire-pressure-gauge,manual,,placeholder,tire pressure gauge,cases/automotive/wheels-and-tires/tire-pressure-gauge/,Derived product type
automotive.wheels-and-tires.wheel-cover,automotive.wheels-and-tires,L4,Wheel Cover,,wheel-cover,manual,,placeholder,wheel cover,cases/automotive/wheels-and-tires/wheel-cover/,Derived product type
baby,amazon-best-sellers,L1,Baby,母婴用品,baby,user_screenshot/manual,,in_progress,baby play mat; baby wipes; infant car seat; baby diapers; baby bottle,cases/baby/,Public generic taxonomy
baby.activity-and-entertainment,baby,L2,Activity & Entertainment,活动与娱乐,activity-and-entertainment,user_screenshot/manual,,planned,baby play mat; rattle toy,cases/baby/activity-and-entertainment/,Generic examples only
baby.activity-and-entertainment.baby-play-mat,baby.activity-and-entertainment,L4,Baby Play Mat,,baby-play-mat,manual,,placeholder,baby play mat,cases/baby/activity-and-entertainment/baby-play-mat/,Derived product type
baby.activity-and-entertainment.rattle-toy,baby.activity-and-entertainment,L4,Rattle Toy,,rattle-toy,manual,,placeholder,rattle toy,cases/baby/activity-and-entertainment/rattle-toy/,Derived product type
baby.baby-care,baby,L2,Baby Care,婴儿护理,baby-care,user_screenshot/manual,,planned,baby wipes; baby shampoo,cases/baby/baby-care/,Generic examples only
baby.baby-care.baby-wipes,baby.baby-care,L4,Baby Wipes,,baby-wipes,manual,,placeholder,baby wipes,cases/baby/baby-care/baby-wipes/,Derived product type
baby.baby-care.baby-shampoo,baby.baby-care,L4,Baby Shampoo,,baby-shampoo,manual,,placeholder,baby shampoo,cases/baby/baby-care/baby-shampoo/,Derived product type
baby.car-seats,baby,L2,Car Seats,儿童安全座椅,car-seats,user_screenshot/manual,,planned,infant car seat; booster seat,cases/baby/car-seats/,Generic examples only
baby.car-seats.infant-car-seat,baby.car-seats,L4,Infant Car Seat,,infant-car-seat,manual,,placeholder,infant car seat,cases/baby/car-seats/infant-car-seat/,Derived product type
baby.car-seats.booster-seat,baby.car-seats,L4,Booster Seat,,booster-seat,manual,,placeholder,booster seat,cases/baby/car-seats/booster-seat/,Derived product type
baby.diapering,baby,L2,Diapering,尿布与换尿布用品,diapering,user_screenshot/manual,,planned,baby diapers; baby wipes,cases/baby/diapering/,Generic examples only
baby.diapering.baby-diapers,baby.diapering,L4,Baby Diapers,,baby-diapers,manual,,placeholder,baby diapers,cases/baby/diapering/baby-diapers/,Derived product type
baby.diapering.baby-wipes,baby.diapering,L4,Baby Wipes,,baby-wipes,manual,,placeholder,baby wipes,cases/baby/diapering/baby-wipes/,Derived product type
baby.feeding,baby,L2,Feeding,喂养用品,feeding,user_screenshot/manual,,planned,baby bottle; bottle warmer,cases/baby/feeding/,Generic examples only
baby.feeding.baby-bottle,baby.feeding,L4,Baby Bottle,,baby-bottle,manual,,placeholder,baby bottle,cases/baby/feeding/baby-bottle/,Derived product type
baby.feeding.bottle-warmer,baby.feeding,L4,Bottle Warmer,,bottle-warmer,manual,,placeholder,bottle warmer,cases/baby/feeding/bottle-warmer/,Derived product type
baby.for-moms,baby,L2,For Moms,妈妈用品,for-moms,user_screenshot/manual,,planned,nursing pads; breast pump accessory,cases/baby/for-moms/,Generic examples only
baby.for-moms.nursing-pads,baby.for-moms,L4,Nursing Pads,,nursing-pads,manual,,placeholder,nursing pads,cases/baby/for-moms/nursing-pads/,Derived product type
baby.for-moms.breast-pump-accessory,baby.for-moms,L4,Breast Pump Accessory,,breast-pump-accessory,manual,,placeholder,breast pump accessory,cases/baby/for-moms/breast-pump-accessory/,Derived product type
baby.gifts,baby,L2,Gifts,婴儿礼品,gifts,user_screenshot/manual,,planned,baby gift set; newborn keepsake,cases/baby/gifts/,Generic examples only
baby.gifts.baby-gift-set,baby.gifts,L4,Baby Gift Set,,baby-gift-set,manual,,placeholder,baby gift set,cases/baby/gifts/baby-gift-set/,Derived product type
baby.gifts.newborn-keepsake,baby.gifts,L4,Newborn Keepsake,,newborn-keepsake,manual,,placeholder,newborn keepsake,cases/baby/gifts/newborn-keepsake/,Derived product type
baby.nursery,baby,L2,Nursery,婴儿房用品,nursery,user_screenshot/manual,,planned,crib sheet; baby monitor,cases/baby/nursery/,Generic examples only
baby.nursery.crib-sheet,baby.nursery,L4,Crib Sheet,,crib-sheet,manual,,placeholder,crib sheet,cases/baby/nursery/crib-sheet/,Derived product type
baby.nursery.baby-monitor,baby.nursery,L4,Baby Monitor,,baby-monitor,manual,,placeholder,baby monitor,cases/baby/nursery/baby-monitor/,Derived product type
baby.potty-training,baby,L2,Potty Training,如厕训练,potty-training,user_screenshot/manual,,planned,training potty; potty seat,cases/baby/potty-training/,Generic examples only
baby.potty-training.training-potty,baby.potty-training,L4,Training Potty,,training-potty,manual,,placeholder,training potty,cases/baby/potty-training/training-potty/,Derived product type
baby.potty-training.potty-seat,baby.potty-training,L4,Potty Seat,,potty-seat,manual,,placeholder,potty seat,cases/baby/potty-training/potty-seat/,Derived product type
baby.safety,baby,L2,Safety,婴儿安全用品,safety,user_screenshot/manual,,planned,cabinet locks; corner protectors,cases/baby/safety/,Generic examples only
baby.safety.cabinet-locks,baby.safety,L4,Cabinet Locks,,cabinet-locks,manual,,placeholder,cabinet locks,cases/baby/safety/cabinet-locks/,Derived product type
baby.safety.corner-protectors,baby.safety,L4,Corner Protectors,,corner-protectors,manual,,placeholder,corner protectors,cases/baby/safety/corner-protectors/,Derived product type
baby.strollers,baby,L2,Strollers,婴儿推车,strollers,user_screenshot/manual,,planned,lightweight stroller; stroller organizer,cases/baby/strollers/,Generic examples only
baby.strollers.lightweight-stroller,baby.strollers,L4,Lightweight Stroller,,lightweight-stroller,manual,,placeholder,lightweight stroller,cases/baby/strollers/lightweight-stroller/,Derived product type
baby.strollers.stroller-organizer,baby.strollers,L4,Stroller Organizer,,stroller-organizer,manual,,placeholder,stroller organizer,cases/baby/strollers/stroller-organizer/,Derived product type
baby.travel-gear,baby,L2,Travel Gear,婴儿旅行用品,travel-gear,user_screenshot/manual,,planned,diaper bag; portable changing pad,cases/baby/travel-gear/,Generic examples only
baby.travel-gear.diaper-bag,baby.travel-gear,L4,Diaper Bag,,diaper-bag,manual,,placeholder,diaper bag,cases/baby/travel-gear/diaper-bag/,Derived product type
baby.travel-gear.portable-changing-pad,baby.travel-gear,L4,Portable Changing Pad,,portable-changing-pad,manual,,placeholder,portable changing pad,cases/baby/travel-gear/portable-changing-pad/,Derived product type
camera-and-photo-products,amazon-best-sellers,L1,Camera & Photo Products,相机与摄影产品,camera-and-photo-products,user_screenshot/manual,,in_progress,camera cleaning kit; camera bag; compact binoculars; portable camcorder; DSLR camera body,cases/camera-and-photo-products/,Public generic taxonomy
camera-and-photo-products.accessories,camera-and-photo-products,L2,Accessories,摄影配件,accessories,user_screenshot/manual,,planned,camera cleaning kit; tripod adapter,cases/camera-and-photo-products/accessories/,Generic examples only
camera-and-photo-products.accessories.camera-cleaning-kit,camera-and-photo-products.accessories,L4,Camera Cleaning Kit,,camera-cleaning-kit,manual,,placeholder,camera cleaning kit,cases/camera-and-photo-products/accessories/camera-cleaning-kit/,Derived product type
camera-and-photo-products.accessories.tripod-adapter,camera-and-photo-products.accessories,L4,Tripod Adapter,,tripod-adapter,manual,,placeholder,tripod adapter,cases/camera-and-photo-products/accessories/tripod-adapter/,Derived product type
camera-and-photo-products.bags-and-cases,camera-and-photo-products,L2,Bags & Cases,摄影包与保护盒,bags-and-cases,user_screenshot/manual,,planned,camera bag; lens case,cases/camera-and-photo-products/bags-and-cases/,Generic examples only
camera-and-photo-products.bags-and-cases.camera-bag,camera-and-photo-products.bags-and-cases,L4,Camera Bag,,camera-bag,manual,,placeholder,camera bag,cases/camera-and-photo-products/bags-and-cases/camera-bag/,Derived product type
camera-and-photo-products.bags-and-cases.lens-case,camera-and-photo-products.bags-and-cases,L4,Lens Case,,lens-case,manual,,placeholder,lens case,cases/camera-and-photo-products/bags-and-cases/lens-case/,Derived product type
camera-and-photo-products.binoculars-and-scopes,camera-and-photo-products,L2,Binoculars & Scopes,双筒望远镜与观测镜,binoculars-and-scopes,user_screenshot/manual,,planned,compact binoculars; spotting scope,cases/camera-and-photo-products/binoculars-and-scopes/,Generic examples only
camera-and-photo-products.binoculars-and-scopes.compact-binoculars,camera-and-photo-products.binoculars-and-scopes,L4,Compact Binoculars,,compact-binoculars,manual,,placeholder,compact binoculars,cases/camera-and-photo-products/binoculars-and-scopes/compact-binoculars/,Derived product type
camera-and-photo-products.binoculars-and-scopes.spotting-scope,camera-and-photo-products.binoculars-and-scopes,L4,Spotting Scope,,spotting-scope,manual,,placeholder,spotting scope,cases/camera-and-photo-products/binoculars-and-scopes/spotting-scope/,Derived product type
camera-and-photo-products.camcorders,camera-and-photo-products,L2,Camcorders,摄像机,camcorders,user_screenshot/manual,,planned,portable camcorder; video camera,cases/camera-and-photo-products/camcorders/,Generic examples only
camera-and-photo-products.camcorders.portable-camcorder,camera-and-photo-products.camcorders,L4,Portable Camcorder,,portable-camcorder,manual,,placeholder,portable camcorder,cases/camera-and-photo-products/camcorders/portable-camcorder/,Derived product type
camera-and-photo-products.camcorders.video-camera,camera-and-photo-products.camcorders,L4,Video Camera,,video-camera,manual,,placeholder,video camera,cases/camera-and-photo-products/camcorders/video-camera/,Derived product type
camera-and-photo-products.dslr-cameras,camera-and-photo-products,L2,DSLR Cameras,单反相机,dslr-cameras,user_screenshot/manual,,planned,DSLR camera body; DSLR kit,cases/camera-and-photo-products/dslr-cameras/,Generic examples only
camera-and-photo-products.dslr-cameras.dslr-camera-body,camera-and-photo-products.dslr-cameras,L4,Dslr Camera Body,,dslr-camera-body,manual,,placeholder,DSLR camera body,cases/camera-and-photo-products/dslr-cameras/dslr-camera-body/,Derived product type
camera-and-photo-products.dslr-cameras.dslr-kit,camera-and-photo-products.dslr-cameras,L4,Dslr Kit,,dslr-kit,manual,,placeholder,DSLR kit,cases/camera-and-photo-products/dslr-cameras/dslr-kit/,Derived product type
camera-and-photo-products.digital-picture-frames,camera-and-photo-products,L2,Digital Picture Frames,数码相框,digital-picture-frames,user_screenshot/manual,,planned,digital photo frame; WiFi picture frame,cases/camera-and-photo-products/digital-picture-frames/,Generic examples only
camera-and-photo-products.digital-picture-frames.digital-photo-frame,camera-and-photo-products.digital-picture-frames,L4,Digital Photo Frame,,digital-photo-frame,manual,,placeholder,digital photo frame,cases/camera-and-photo-products/digital-picture-frames/digital-photo-frame/,Derived product type
camera-and-photo-products.digital-picture-frames.wifi-picture-frame,camera-and-photo-products.digital-picture-frames,L4,Wifi Picture Frame,,wifi-picture-frame,manual,,placeholder,WiFi picture frame,cases/camera-and-photo-products/digital-picture-frames/wifi-picture-frame/,Derived product type
camera-and-photo-products.lenses,camera-and-photo-products,L2,Lenses,镜头,lenses,user_screenshot/manual,,planned,camera lens; macro lens,cases/camera-and-photo-products/lenses/,Generic examples only
camera-and-photo-products.lenses.camera-lens,camera-and-photo-products.lenses,L4,Camera Lens,,camera-lens,manual,,placeholder,camera lens,cases/camera-and-photo-products/lenses/camera-lens/,Derived product type
camera-and-photo-products.lenses.macro-lens,camera-and-photo-products.lenses,L4,Macro Lens,,macro-lens,manual,,placeholder,macro lens,cases/camera-and-photo-products/lenses/macro-lens/,Derived product type
camera-and-photo-products.point-and-shoot-digital-cameras,camera-and-photo-products,L2,Point & Shoot Digital Cameras,便携数码相机,point-and-shoot-digital-cameras,user_screenshot/manual,,planned,compact camera; kids camera,cases/camera-and-photo-products/point-and-shoot-digital-cameras/,Generic examples only
camera-and-photo-products.point-and-shoot-digital-cameras.compact-camera,camera-and-photo-products.point-and-shoot-digital-cameras,L4,Compact Camera,,compact-camera,manual,,placeholder,compact camera,cases/camera-and-photo-products/point-and-shoot-digital-cameras/compact-camera/,Derived product type
camera-and-photo-products.point-and-shoot-digital-cameras.kids-camera,camera-and-photo-products.point-and-shoot-digital-cameras,L4,Kids Camera,,kids-camera,manual,,placeholder,kids camera,cases/camera-and-photo-products/point-and-shoot-digital-cameras/kids-camera/,Derived product type
camera-and-photo-products.surveillance-cameras,camera-and-photo-products,L2,Surveillance Cameras,监控摄像头,surveillance-cameras,user_screenshot/manual,,planned,security camera; outdoor camera,cases/camera-and-photo-products/surveillance-cameras/,Generic examples only
camera-and-photo-products.surveillance-cameras.security-camera,camera-and-photo-products.surveillance-cameras,L4,Security Camera,,security-camera,manual,,placeholder,security camera,cases/camera-and-photo-products/surveillance-cameras/security-camera/,Derived product type
camera-and-photo-products.surveillance-cameras.outdoor-camera,camera-and-photo-products.surveillance-cameras,L4,Outdoor Camera,,outdoor-camera,manual,,placeholder,outdoor camera,cases/camera-and-photo-products/surveillance-cameras/outdoor-camera/,Derived product type
cell-phones-and-accessories,amazon-best-sellers,L1,Cell Phones & Accessories,手机与配件,cell-phones-and-accessories,user_screenshot/manual,,in_progress,screen protector; magnetic phone case; smartphone; prepaid SIM card,cases/cell-phones-and-accessories/,Public generic taxonomy
cell-phones-and-accessories.accessories,cell-phones-and-accessories,L2,Accessories,手机配件,accessories,user_screenshot/manual,,planned,screen protector; phone charger; charging cable,cases/cell-phones-and-accessories/accessories/,Generic examples only
cell-phones-and-accessories.accessories.screen-protector,cell-phones-and-accessories.accessories,L4,Screen Protector,,screen-protector,manual,,placeholder,screen protector,cases/cell-phones-and-accessories/accessories/screen-protector/,Derived product type
cell-phones-and-accessories.accessories.phone-charger,cell-phones-and-accessories.accessories,L4,Phone Charger,,phone-charger,manual,,placeholder,phone charger,cases/cell-phones-and-accessories/accessories/phone-charger/,Derived product type
cell-phones-and-accessories.accessories.charging-cable,cell-phones-and-accessories.accessories,L4,Charging Cable,,charging-cable,manual,,placeholder,charging cable,cases/cell-phones-and-accessories/accessories/charging-cable/,Derived product type
cell-phones-and-accessories.cases-holsters-and-clips,cell-phones-and-accessories,L2,"Cases, Holsters & Clips",手机壳、挂夹与保护套,cases-holsters-and-clips,user_screenshot/manual,,planned,magnetic phone case; clear phone case,cases/cell-phones-and-accessories/cases-holsters-and-clips/,Generic examples only
cell-phones-and-accessories.cases-holsters-and-clips.magnetic-phone-case,cell-phones-and-accessories.cases-holsters-and-clips,L4,Magnetic Phone Case,,magnetic-phone-case,manual,,placeholder,magnetic phone case,cases/cell-phones-and-accessories/cases-holsters-and-clips/magnetic-phone-case/,Derived product type
cell-phones-and-accessories.cases-holsters-and-clips.clear-phone-case,cell-phones-and-accessories.cases-holsters-and-clips,L4,Clear Phone Case,,clear-phone-case,manual,,placeholder,clear phone case,cases/cell-phones-and-accessories/cases-holsters-and-clips/clear-phone-case/,Derived product type
cell-phones-and-accessories.cell-phones,cell-phones-and-accessories,L2,Cell Phones,手机,cell-phones,user_screenshot/manual,,planned,smartphone; unlocked phone,cases/cell-phones-and-accessories/cell-phones/,Generic examples only
cell-phones-and-accessories.cell-phones.smartphone,cell-phones-and-accessories.cell-phones,L4,Smartphone,,smartphone,manual,,placeholder,smartphone,cases/cell-phones-and-accessories/cell-phones/smartphone/,Derived product type
cell-phones-and-accessories.cell-phones.unlocked-phone,cell-phones-and-accessories.cell-phones,L4,Unlocked Phone,,unlocked-phone,manual,,placeholder,unlocked phone,cases/cell-phones-and-accessories/cell-phones/unlocked-phone/,Derived product type
cell-phones-and-accessories.sim-cards-and-prepaid-minutes,cell-phones-and-accessories,L2,SIM Cards & Prepaid Minutes,SIM 卡与预付费套餐,sim-cards-and-prepaid-minutes,user_screenshot/manual,,planned,prepaid SIM card; travel SIM card,cases/cell-phones-and-accessories/sim-cards-and-prepaid-minutes/,Generic examples only
cell-phones-and-accessories.sim-cards-and-prepaid-minutes.prepaid-sim-card,cell-phones-and-accessories.sim-cards-and-prepaid-minutes,L4,Prepaid Sim Card,,prepaid-sim-card,manual,,placeholder,prepaid SIM card,cases/cell-phones-and-accessories/sim-cards-and-prepaid-minutes/prepaid-sim-card/,Derived product type
cell-phones-and-accessories.sim-cards-and-prepaid-minutes.travel-sim-card,cell-phones-and-accessories.sim-cards-and-prepaid-minutes,L4,Travel Sim Card,,travel-sim-card,manual,,placeholder,travel SIM card,cases/cell-phones-and-accessories/sim-cards-and-prepaid-minutes/travel-sim-card/,Derived product type
clothing-shoes-and-jewelry,amazon-best-sellers,L1,"Clothing, Shoes & Jewelry",服装、鞋靴与珠宝,clothing-shoes-and-jewelry,user_screenshot/manual,,in_progress,baby bodysuit; boys t-shirt; costume accessory; girls dress; travel bag,cases/clothing-shoes-and-jewelry/,Public generic taxonomy
clothing-shoes-and-jewelry.baby,clothing-shoes-and-jewelry,L2,Baby,婴幼儿服饰,baby,user_screenshot/manual,,planned,baby bodysuit; baby socks,cases/clothing-shoes-and-jewelry/baby/,Generic examples only
clothing-shoes-and-jewelry.baby.baby-bodysuit,clothing-shoes-and-jewelry.baby,L4,Baby Bodysuit,,baby-bodysuit,manual,,placeholder,baby bodysuit,cases/clothing-shoes-and-jewelry/baby/baby-bodysuit/,Derived product type
clothing-shoes-and-jewelry.baby.baby-socks,clothing-shoes-and-jewelry.baby,L4,Baby Socks,,baby-socks,manual,,placeholder,baby socks,cases/clothing-shoes-and-jewelry/baby/baby-socks/,Derived product type
clothing-shoes-and-jewelry.boys,clothing-shoes-and-jewelry,L2,Boys,男童服饰,boys,user_screenshot/manual,,planned,boys t-shirt; boys shoes,cases/clothing-shoes-and-jewelry/boys/,Generic examples only
clothing-shoes-and-jewelry.boys.boys-t-shirt,clothing-shoes-and-jewelry.boys,L4,Boys T-Shirt,,boys-t-shirt,manual,,placeholder,boys t-shirt,cases/clothing-shoes-and-jewelry/boys/boys-t-shirt/,Derived product type
clothing-shoes-and-jewelry.boys.boys-shoes,clothing-shoes-and-jewelry.boys,L4,Boys Shoes,,boys-shoes,manual,,placeholder,boys shoes,cases/clothing-shoes-and-jewelry/boys/boys-shoes/,Derived product type
clothing-shoes-and-jewelry.costumes-and-accessories,clothing-shoes-and-jewelry,L2,Costumes & Accessories,服装道具与配件,costumes-and-accessories,user_screenshot/manual,,planned,costume accessory; party costume,cases/clothing-shoes-and-jewelry/costumes-and-accessories/,Generic examples only
clothing-shoes-and-jewelry.costumes-and-accessories.costume-accessory,clothing-shoes-and-jewelry.costumes-and-accessories,L4,Costume Accessory,,costume-accessory,manual,,placeholder,costume accessory,cases/clothing-shoes-and-jewelry/costumes-and-accessories/costume-accessory/,Derived product type
clothing-shoes-and-jewelry.costumes-and-accessories.party-costume,clothing-shoes-and-jewelry.costumes-and-accessories,L4,Party Costume,,party-costume,manual,,placeholder,party costume,cases/clothing-shoes-and-jewelry/costumes-and-accessories/party-costume/,Derived product type
clothing-shoes-and-jewelry.girls,clothing-shoes-and-jewelry,L2,Girls,女童服饰,girls,user_screenshot/manual,,planned,girls dress; girls shoes,cases/clothing-shoes-and-jewelry/girls/,Generic examples only
clothing-shoes-and-jewelry.girls.girls-dress,clothing-shoes-and-jewelry.girls,L4,Girls Dress,,girls-dress,manual,,placeholder,girls dress,cases/clothing-shoes-and-jewelry/girls/girls-dress/,Derived product type
clothing-shoes-and-jewelry.girls.girls-shoes,clothing-shoes-and-jewelry.girls,L4,Girls Shoes,,girls-shoes,manual,,placeholder,girls shoes,cases/clothing-shoes-and-jewelry/girls/girls-shoes/,Derived product type
clothing-shoes-and-jewelry.luggage-and-travel-gear,clothing-shoes-and-jewelry,L2,Luggage & Travel Gear,箱包与旅行装备,luggage-and-travel-gear,user_screenshot/manual,,planned,travel bag; packing cubes,cases/clothing-shoes-and-jewelry/luggage-and-travel-gear/,Generic examples only
clothing-shoes-and-jewelry.luggage-and-travel-gear.travel-bag,clothing-shoes-and-jewelry.luggage-and-travel-gear,L4,Travel Bag,,travel-bag,manual,,placeholder,travel bag,cases/clothing-shoes-and-jewelry/luggage-and-travel-gear/travel-bag/,Derived product type
clothing-shoes-and-jewelry.luggage-and-travel-gear.packing-cubes,clothing-shoes-and-jewelry.luggage-and-travel-gear,L4,Packing Cubes,,packing-cubes,manual,,placeholder,packing cubes,cases/clothing-shoes-and-jewelry/luggage-and-travel-gear/packing-cubes/,Derived product type
clothing-shoes-and-jewelry.men,clothing-shoes-and-jewelry,L2,Men,男装,men,user_screenshot/manual,,planned,men's t-shirt; men's boxer briefs,cases/clothing-shoes-and-jewelry/men/,Generic examples only
clothing-shoes-and-jewelry.men.mens-t-shirt,clothing-shoes-and-jewelry.men,L4,Men'S T-Shirt,,mens-t-shirt,manual,,placeholder,men's t-shirt,cases/clothing-shoes-and-jewelry/men/mens-t-shirt/,Derived product type
clothing-shoes-and-jewelry.men.mens-boxer-briefs,clothing-shoes-and-jewelry.men,L4,Men'S Boxer Briefs,,mens-boxer-briefs,manual,,placeholder,men's boxer briefs,cases/clothing-shoes-and-jewelry/men/mens-boxer-briefs/,Derived product type
clothing-shoes-and-jewelry.novelty-and-more,clothing-shoes-and-jewelry,L2,Novelty & More,趣味服饰与其他,novelty-and-more,user_screenshot/manual,,planned,novelty shirt; themed socks,cases/clothing-shoes-and-jewelry/novelty-and-more/,Generic examples only
clothing-shoes-and-jewelry.novelty-and-more.novelty-shirt,clothing-shoes-and-jewelry.novelty-and-more,L4,Novelty Shirt,,novelty-shirt,manual,,placeholder,novelty shirt,cases/clothing-shoes-and-jewelry/novelty-and-more/novelty-shirt/,Derived product type
clothing-shoes-and-jewelry.novelty-and-more.themed-socks,clothing-shoes-and-jewelry.novelty-and-more,L4,Themed Socks,,themed-socks,manual,,placeholder,themed socks,cases/clothing-shoes-and-jewelry/novelty-and-more/themed-socks/,Derived product type
clothing-shoes-and-jewelry.shoe-jewelry-and-watch-accessories,clothing-shoes-and-jewelry,L2,"Shoe, Jewelry & Watch Accessories",鞋、珠宝与手表配件,shoe-jewelry-and-watch-accessories,user_screenshot/manual,,planned,jewelry case; watch band,cases/clothing-shoes-and-jewelry/shoe-jewelry-and-watch-accessories/,Generic examples only
clothing-shoes-and-jewelry.shoe-jewelry-and-watch-accessories.jewelry-case,clothing-shoes-and-jewelry.shoe-jewelry-and-watch-accessories,L4,Jewelry Case,,jewelry-case,manual,,placeholder,jewelry case,cases/clothing-shoes-and-jewelry/shoe-jewelry-and-watch-accessories/jewelry-case/,Derived product type
clothing-shoes-and-jewelry.shoe-jewelry-and-watch-accessories.watch-band,clothing-shoes-and-jewelry.shoe-jewelry-and-watch-accessories,L4,Watch Band,,watch-band,manual,,placeholder,watch band,cases/clothing-shoes-and-jewelry/shoe-jewelry-and-watch-accessories/watch-band/,Derived product type
clothing-shoes-and-jewelry.sport-specific-clothing,clothing-shoes-and-jewelry,L2,Sport Specific Clothing,运动专项服饰,sport-specific-clothing,user_screenshot/manual,,planned,water shoes; compression shorts,cases/clothing-shoes-and-jewelry/sport-specific-clothing/,Generic examples only
clothing-shoes-and-jewelry.sport-specific-clothing.water-shoes,clothing-shoes-and-jewelry.sport-specific-clothing,L4,Water Shoes,,water-shoes,manual,,placeholder,water shoes,cases/clothing-shoes-and-jewelry/sport-specific-clothing/water-shoes/,Derived product type
clothing-shoes-and-jewelry.sport-specific-clothing.compression-shorts,clothing-shoes-and-jewelry.sport-specific-clothing,L4,Compression Shorts,,compression-shorts,manual,,placeholder,compression shorts,cases/clothing-shoes-and-jewelry/sport-specific-clothing/compression-shorts/,Derived product type
clothing-shoes-and-jewelry.uniforms-work-and-safety,clothing-shoes-and-jewelry,L2,"Uniforms, Work & Safety",制服、工装与安全服饰,uniforms-work-and-safety,user_screenshot/manual,,planned,work pants; safety vest,cases/clothing-shoes-and-jewelry/uniforms-work-and-safety/,Generic examples only
